jobTitle,Company,Rating,Location,Branche,est_minSalary,est_maxSalary,jobDescription,postDate
(Senior) Data Scientist (m/w/d) Pricing Cockpit,MediaMarktSaturn Technology,,"München, Ingolstadt",,69185,88113,"Eigenständige Erarbeitung analytischer Fragestellungen in engem Austausch mit Business Units Eigenverantwortliche Umsetzung von Data Analytics Projekten von der Konzeptentwicklung über Modellierung und Testing bis hin zur Operationalisierung Diskussion der Ergebnisse mit den Business-Stakeholdern Vollumfängliche Beratung der Business Units zu allen Fragestellungen mit Analytics BezugAbgeschlossenes Technik- und/oder zahlenaffines Masterstudium (z.B. Statistik, Physik, Ingenieurswissenschaften, Wirtschaftsinformatik) mit fundierter Berufserfahrung im Bereich Data Analysis und Advanced Analytics Fundierte Statistikkenntnisse (u.a. Deskriptive Statistik, Inferenzstatistik, Bayes, Tests) sowie gute Fähigkeiten im Bereich Data Mining und Machine Learning (Regressionen, Clusteringverfahren, Entscheidungsbäume, Neuronale Netzwerke, Boosting und Ensemble Learner) bzw. Auswertungsverfahren Gute Beherrschung eines der Standard-Statistikprogramme - vorzugsweise aus dem Open Source-Bereich (z.B. Python/Pandas, R, KNIME), aber auch Stata, Matlab, SPSS oder Tensorflow sowie gute SQL und souveräne Excel Kenntnisse Erfahrungen im Bereich Pricing wünschenswert Praktische Erfahrung mit dem Google Cloud Stack wünschenswert Hohe Lernbereitschaft für neue Tools und Methoden im Umfeld komplexer Aufgabenstellungen, sowie Spaß selbst zu Gestalten und zu Analysieren sowie Wege zur robusten Abschätzung und Modellierung zu finden Ausgeprägte Kommunikations- und Präsentationsfähigkeiten bis auf C-Level sowie in deutscher und in englischer Sprache",23-05-2022
(Senior) Data Scientist (w/m/d),MT AG,5.0,"Frankfurt am Main, Köln, Ratingen",IT & Internet,78134,99511,"Deine Verantwortung: Du konzipierst und realisierst anspruchsvolle Analytics, Data Science und Big-Data-Lösungen, wobei die Grundlage innovative datengetriebene Use Cases sind, die zum „Data Driven Business“ führen Das bereitet dir Freude: Du arbeitest mit proprietären Tools (z.B. mit PowerBI, Tableau oder Grafana) und programmierst Analysen teilweise selbst, beispielsweise in Scala, Java, Python, Julia oder R Mit Leidenschaft dabei: Du analysierst Daten, die als Grundlage für künftige Entscheidungen herangezogen werden Du schaﬀst echte Mehrwerte: Du teilst unsere hohen Qualitätsansprüche, liebst Abwechslung und schätzt die dir gegebene Entscheidungsfreiheit Ein erfolgreich abgeschlossenes IT-Studium oder eine vergleichbare Qualiﬁkation mit einer wirtschaftlichen, naturwissenschaftlichen oder (informations-)technologischen Ausrichtung Deine (technisch-)methodischen Stärken liegen im Data Mining, Data Preparation, Machine Learning und Predictive Modelling Du hast einschlägige Berufserfahrung und bereits mehrere Data-Science-Projekte abgeschlossen Du bringst Expertise und Leidenschaft zur Nutzung gängiger Methoden (z.B. statistische Modellierung) aus der Mathematik oder Statistik mit Dich zeichnen ein hohes Maß an Eigenverantwortung, Zuverlässigkeit, Präsentationsfähigkeit und Neugierde aus Sehr gute Deutsch- und gute Englischkenntnisse in Wort und Schrift runden dein Proﬁl ab",22-05-2022
(Senior) Data Scientist (w/m/d),mobilcom-debitel GmbH,,Hamburg,,71669,91277,"Du verstÃ¤rkst unser interdisziplinÃ¤res Team als Data Engineer, Data Analyst, oder Data Scientist oder auch als Generalist:in Wir nutzen unsere tiefe Expertise in analytischen Methoden und unser VerstÃ¤ndnis fÃ¼r Kunden- und Fahrzeugdaten, um aus Daten Erkenntnisse zu erzeugen. Diese ermÃ¶glichen es unseren Partner:innen, strategisch wichtige Entscheidungen zu treffen. Zu Deinen Aufgaben gehÃ¶ren je nach Schwerpunkt: Datenaufbereitung, Datenmodellierung, Data Science, Reporting und Dashboarding Wir haben keine Ein-Personen-Projekte: Du arbeitest immer in spannenden Projekt- und Produktteams Deine Aufgaben kÃ¶nnen um Anforderungsmanagement, Produkt- oder Projektmanagement ergÃ¤nzt werden Das Wichtigste: Du teilst unsere Begeisterung fÃ¼r Daten, nutzt die MÃ¶glichkeiten der neuesten Technologien in der Cloud und bildest Dich gerne und stÃ¤ndig weiter FÃ¼r den Einsatz als Data Engineer hast Du bereits Erfahrung mit ETL-Prozessen, idealerweise auf Basis Azure oder AWS, gesammelt FÃ¼r den Einsatz als Data Analyst hast Du Erfahrung mit SQL, Power BI oder Tableau FÃ¼r den Einsatz als Data Scientist hast Du Erfahrung mit SQL, Python, Clustering, Klassifizierung oder Deep Learning Idealweise hast Du Programmiererfahrung in einer oder mehreren gÃ¤ngigen Programmiersprachen (Python, Scala, R, Java, C#, â¦) Wir setzen sehr stark auf Databricks und Azure, jede Erfahrung hierbei ist von Vorteil Du bist ein Teamplayer: Wir lernen voneinander, wir motivieren und inspirieren uns gegenseitig Du hast sehr gute Deutsch - und Englischkenntnisse",17-05-2022
(Senior) Data Scientist / Manager (w/m/d) Angebotsmanagement,1&1,5.0,"Karlsruhe, Düsseldorf, Maintal, Montabaur",IT & Internet,71478,92633,"Analyse und Optimierung von GeschÃ¤ftsprozessen, Applikationen und Schnittstellen Identifikation von Prozessschwachstellen ZusammenfÃ¼hren, Bereinigen und Analyse von groÃen Datenmengen Aufbau und Nutzung geeigneter Software fÃ¼r Process Mining Betreuung von und Abstimmung mit Stakeholdern Durch dein persÃ¶nliches Engagement in Innovations- und Investitionsprojekten hilfst du, unsere Leistungsangebote weiterzuentwickeln Aktive Vernetzung im Unternehmen und Beitrag zum organisationalen Lernen Abgeschlossenes Studium der (Wirtschafts-)Informatik, Betriebswirtschaftslehre, Statistik oder Ã¤hnlich Freude an Datenvisualisierung und Analyse Methodenwissen zur Process Mining wÃ¼nschenswert Tool-Wissen zu gÃ¤ngigen Process Mining Tools wÃ¼nschenswert (wie z.B. Celonis und Fluxicon) wÃ¼nschenswert SelbststÃ¤ndigkeit, FlexibilitÃ¤t, LÃ¶sungsorientiertheit und TeamfÃ¤higkeit Reisebereitschaft FlieÃende Deutschkenntnisse (mind. Level C1) runden dein Profil ab",17-05-2022
(Senior) Manager Data Science (w/m/d),PwC,3.9,"Düsseldorf, Frankfurt a. M., Hamburg, München, Stuttgart","Unternehmensberatg., Wirtschaftsprüfg., Recht",75149,95709,"Realisierung von KI Use Cases - Du entwickelst mit deinem Team KI Modelle. Dies schließt die Beratung unserer Kunden, die Ideation sowie Konzeption von KI Use Cases ein. Spannende Projektarbeit - Dabei wirst du in vielseitige und spannende Projekte bei führenden Industrieunternehmen eingebunden. Kompetente Unterstützung - Dir fällt es leicht, große Datenmengen aufzubereiten und zielgerichtet für das Training von KI Modellen zu nutzen. Ebenso verfügst du über das notwendige Know How, um KI Use Cases verlässlich umzusetzen (Sicherheit und Robustheit, Performance, Datenmanagement und -qualität). Diese Kompetenzen gibst du gerne in Coaching, Konzeption, Realisierung oder Evaluierungen an unsere Kunden weiter. Akquise und Netzwerk - Deine Branchenkenntnisse und deine Kontakte zu Entscheidungsträgern nutzt du, um Neugeschäft zu akquirieren und unsere Dienstleistungen kontinuierlich weiterzuentwickeln. Dabei erweiterst du kontinuierlich dein internationales PwC-Netzwerk. Persönliche Weiterentwicklung - Wir bieten dir sowohl Flexibilität zur Umsetzung deiner persönlichen und fachlichen Ziele bei uns, als auch ein individuelles Mentorenprogramm.Dein Studium der Wirtschaftsinformatik oder eines naturwissenschaftlichen Studiums (z.B. Mathematik, Physik, Statistik oder Wirtschaftsingenieurwesen) hast du erfolgreich abgeschlossen. Weiterhin hast du bereits mehrjährige Erfahrungen in den Bereichen Business Intelligence, Big Data, Data Analytics oder Data Science gesammelt und möchtest dich in diesen Themen fachlich weiterentwickeln. Du bringst Interesse an Maschinellen Lernen und KI Technologien (z.B. Tensorflow, Pytorch, Hadoop, oder Spark) mit und setzt dich gern mit Fragestellungen auseinander, die Themen wie Realisierung von KI Use Cases, deren Integration oder AI Governance umfassen. Du verfügst über Anwendungskenntnisse in einer der gängigen Sprachen, z.B. Python, Matlab oder R. Die Fähigkeit komplexe Zusammenhänge zu verstehen und diese in innovative IT-Lösungen zu transformieren, zeichnet dich aus. Kenntnisse im Projektmanagement zählen ebenso zu deinen Stärken, wie sehr gute analytische Fähigkeiten und eine ausgeprägte Kommunikations- und Präsentationsstärke. Du förderst dein Team durch dein fachliches Know-how und entwickelst deine Mitarbeiter:innen weiter. Die im Beratungsumfeld notwendige Flexibilität und Reisebereitschaft runden dein Profil ab.",24-05-2022
Actuarial Data Scientist (m/w/d),Verti Versicherung AG,3.5,Teltow,Finanzdienstleister,,,"Eigenverantwortliche Entwicklung, Optimierung und Pflege von Modellen mit Machine Learning Methoden Proaktives Ableiten spezifischer Kunden- und Marktpotenziale aus den Modellen Erhebung und Analyse von Datensätzen Erstellung und Pflege von Dashboards Einführung neuer kundenspezifischer Modelle Enge bereichsübergreifende Zusammenarbeit mit zentralen Unternehmensabteilungen zu den datengetriebenen Modellen, Maßnahmen und Lösungen Abgeschlossenes Masterstudium/ Diplomstudium der Mathematik, Statistik, Wirtschaftsmathematik oder Wirtschaftsinformatik Aktuarieller Hintergrund von Vorteil Sehr sicherer Umgang mit Python/R und SQL Verhandlungssicheres Englisch in Wort und Schrift, Spanischkenntnisse von Vorteil Erfahrungen im Umgang mit AWS Cloud Anwendungen sind wünschenswert Sehr gutes analytisches Denkvermögen, schnelle Auffassungsgabe sowie lösungsorientierte und strukturierte Arbeitsweise Ein hohes Maß an Eigeninitiative und Selbstständigkeit",25-05-2022
Bachelor / Master Chemie / Lebensmittelchemie als Chemical Scientist (w/m/d) im Bereich der Pestizidrückstandsanalytik,SGS INSTITUT FRESENIUS GmbH,3.8,Berlin,,59007,75648,"Your Tasks You are part of our Sample Technologies team at our location in Hilden (next to DÃ¼sseldorf) which focuses on the development of innovative life science products and technologies for nucleic acid extraction, especially as they relate to the microbiome field. Collaboration within interdisciplinary project teams and across company functions is part of your daily business, as is project management and the presentation of scientific results with internal and external partners You are responsible to launch new products to market in compliance with industry standards, including technical customer support Part of your tasks are not only life cycle management for existing product lines but also the continuous extension of technology knowledge and research towards new technologies for nucleic acid extraction You hold a scientific degree (PhD) in biology, microbiology, immunology or a related field; Preferably with some experience as an independent postdoc in academia or industry You have extensive laboratory experience with molecular biology techniques, specifically as they relate to microbiology, metagenomics, and bioinformatics Known as an exceptional problem solver, you are highly analytical and have the ability to work in a fast-paced research environment Communication in German and English is one of your strengths and you excel in technical writing and presentation skills, for both internal and external audiences",22-05-2022
"Berater Business Intelligence, Data Management & Data Science (m/w/d)",Schwarz Dienstleistungen,4.0,Berlin,IT & Internet,74501,94883,"Data und AI als strategischer Wettbewerbsfaktor in der Interaktion mit (End)-Kund:innen Innovative, datengetriebene LÃ¶sungen fÃ¼r Marketing und Sales durch Customer Insights Strategische Ausgestaltung der Nutzung von Daten und Aufbau des Data Ecosystems Transformation von Organisationen und GeschÃ¤ftsmodellen hin zum Leitbild eines datengetriebenen Unternehmens VerÃ¤nderungsgestaltung und aktive BefÃ¤higung unserer Klient:innen Co-creation und Prototyping in agiler Entwicklungsumgebung Zusammenarbeit in einem interÂ­disziplinÃ¤ren, engagierten TeamErste Erfahrungen in der Konzeption und Umsetzung innovativer Daten- und Analytics-LÃ¶sungen, prÃ¤feriert in den Bereichen Customer, Marketing und Sales Interesse an der Nutzung von Daten zur Verbesserung von Bereichen wie z. B. Customer Experience, Loyalty, Customer Satisfaction, und Customer Lifetime Value, z. B. durch Segmentierung, Personalisierung oder intelligente Empfehlungen Einen herausragenden StudienÂ­abschluss mit wirtschaftlicher, technischer oder informationsÂ­technologischer Ausrichtung SpaÃ an der Kombination von technologischem VerstÃ¤ndnis, strategischer Analyse und Umsetzungsarbeit Motivation, stets Neues zu lernen und Freude an Abwechslung Hohe ZuverlÃ¤ssigkeit, Teamgeist und Fit fÃ¼r eine weltweit fÃ¼hrende Managementberatung AusgeprÃ¤gte PrÃ¤sentations- und ModerationsfÃ¤higkeiten sowie sehr gute MS-Office-Kenntnisse Exzellente Deutsch- und EnglischÂ­kenntnisse",17-05-2022
Chief Data Scientist (m/w/d),Umweltbundesamt,,Leipzig,,70236,89451,"Further enhance your skills in practical Machine Learning and Software Engineering, by developing state-of-the-art supervised and unsupervised models, creating end-to-end data pipelines and deploying your systems in Klarnaâs cloud environments. Collaborate with extraordinary people from all over the world, each with their own perspective, background, and expertise. In order to be successful in this role we believe that you will have: Experience related to risk, portfolio management, authentication, or fraud prevention. Experience developing classification models with machine learning techniques. Experience working with Python, SQL and Git, and an understanding of the concepts behind cloud computing technologies. A deep understanding of the theoretical foundations behind classical and recent machine learning models and algorithms, such as generalized linear models, random forests, ensemble methods, and deep neural networks. Great communication, organization, and team working skills. A university degree in a highly technical, numerate subject (e.g. Mathematics, Physics, Engineering, or Economics). How to applyApply with a CV in English.",20-05-2022
Computer Scientist Cloud Software - Automation,Adobe Systems GmbH,,Bundesweit,,67566,89248,"Establish new customer contacts and maintain existing ones, securing future sales mainly related to quantum computing Represent Zurich Instruments at trade shows and visit customers worldwide with a focus on Germany Provide application-specific customer support, including on-site systemÂ integration Refine key product features of our arbitrary waveform generators, quantum analyzers and other quantum stack products, thus helping to strengthen and secure Zurich Instrumentsâ position as a technology leader Perform acceptance testing of the QCCS to meet scientific requirements Produce material such as product documentation, website content, blog posts, application notes, videos, etc.Â PhD in Physics with relevantÂ backgroundÂ in quantum technologies Solid scientific track record with years of practical lab experience, including RF/microwave signal generation and measurement Experience in controlling andÂ automatingÂ complex experiments, preferentially with Python Sales experience and/or an interest to develop your skills in this area Excellent oral and written communication skills; fluency in English is a must Entrepreneurial spirit and know-how of basic marketing strategiesÂ are an advantageÂ",17-05-2022
Computer Scientist for Software Development for the Cherenkov Telescope Array (CTA),Deutsches Elektronen-Synchrotron DESY,4.0,Zeuthen,,37574,49112,"FÃ¼r alle, die die Welt in Bewegung halten! Die Daimler Truck AG ist der weltweit grÃ¶Ãte Nutzfahrzeughersteller. Der Verkehr ist das RÃ¼ckgrat unserer Wirtschaft und des modernen Lebens. Das heiÃt, wie bauen die Fahrzeuge, die dafÃ¼r sorgen, dass GÃ¼ter und Menschen ihr Ziel erreichen, dass unser Alltag funktionieren kann und Wohlstand geschaffen wird. Aber nicht nur das, wir widmen uns der Entwicklung der nÃ¤chsten Generation von Fahrzeugen, die die beste Technologie und Effizienz haben. Die Daimler Truck AG ist der Innovator bei neuen Technologien wie emissionsfreien, automatisierten und vernetzten Nutzfahrzeugen. Im Zuge der digitalen Transformation entstehen bei der Daimler Truck AG zahlreiche neue GeschÃ¤ftsmodelle, die zu einem groÃen Teil auf der Nutzung von Daten basieren. Daten ermÃ¶glichen innovative Services, die einen Mehrwert fÃ¼r unsere GeschÃ¤ftspartner und BeschÃ¤ftigte bieten. Unser Anspruch ist ein rechtskonformer und verantwortungsvoller Umgang mit diesen Daten als wichtige Basis fÃ¼r vertrauensvolle GeschÃ¤ftsbeziehungen. Die Abteilung Data Privacy & Data Compliance wirkt auf die Einhaltung der nationalen und internationalen Datenschutzvorschriften hin und unterstÃ¼tzt die GeschÃ¤ftsbereiche mit einem Data Compliance Management System bei der Umsetzung. Wenn Sie die digitale Transformation der Daimler Truck AG in enger Zusammenarbeit mit den GeschÃ¤ftsbereichen mitgestalten mÃ¶chten, freuen wir uns auf Ihre Bewerbung! Werden Sie Teil des weltweiten Teams von Legal & Compliance und erleben Sie die Faszination der Automobilbranche. Ihre Aufgaben im Einzelnen: Umfassende datenschutzrechtliche Beratung zum BeschÃ¤ftigtendatenschutz inkl. Mitbestimmungs- und Betriebsratsthemen Beratung zur datenschutzkonformen Ausgestaltung neuer IT-Systeme, insbesondere im Bereich HR Datenschutzrechtliche Beratung der GeschÃ¤ftsbereiche im Bereich Fahrzeug- und Kundendaten inkl. Financial Services Beratung und Betreuung der GeschÃ¤ftsbereiche bei der Implementierung neuer Digitaler Dienste und (Weiter-)Entwicklung von Kundenplattformen UnterstÃ¼tzung der GeschÃ¤ftsbereiche bei der Umsetzung der Anforderungen aus der EU-Datenschutz-Grundverordnung und anderen Datenschutzgesetzen Gestaltung, PrÃ¼fung und Verhandlung von datenschutzrelevanten Vertragsklauseln und Erarbeitung von MustervertrÃ¤gen/-klauseln Beratung zu internationalen Datentransfers und Umsetzung der Anforderungen des Schrems II Urteils des EuropÃ¤ischen Gerichtshofs (Anpassung der EU-Standarddatenschutzklauseln und DurchfÃ¼hrung von Transfer Impact Assessments) in enger Zusammenarbeit mit den Local Compliance Officern der internationalen Konzerngesellschaften Inhaltliche und methodische Konzeption sowie DurchfÃ¼hrung von Schulungen hinsichtlich relevanter Datenschutzvorschriften und Richtlinien fÃ¼r die GeschÃ¤ftsbereiche und das international aufgestellte Data Compliance Netzwerk UnterstÃ¼tzung bei der DurchfÃ¼hrung von Datenschutzaudits Studium: Abgeschlossenes Studium der Rechtswissenschaften, Wirtschaftsrecht oder vergleichbare StudiengÃ¤nge Erfahrung und spezifische Kenntnisse: EinschlÃ¤gige mehrjÃ¤hrige Berufserfahrung im Datenschutz mit vertieften Kenntnissen im nationalen und internationalen Datenschutzrecht Kenntnisse in anderen Rechtsgebieten wÃ¼nschenswert (insbesondere Arbeitsrecht, Vertragsrecht, Wettbewerbsrecht, Kartellrecht, Produkthaftung, Produktsicherheit) Compliance-Erfahrung, insbesondere im Bereich Beratung und Training IT-AffinitÃ¤t und Grundkenntnisse in der Informationssicherheit Erfahrung in der Projektbegleitung und âberatung IT-Kenntnisse: Routinierter Umgang mit MS Office (Word, PowerPoint, Excel) Sprachkenntnisse: Verhandlungssichere Deutsch- und Englischkenntnisse PersÃ¶nliche Kompetenzen: AusgeprÃ¤gtes analytisches, konzeptionelles und prozessorientiertes DenkvermÃ¶gen FÃ¤higkeit zur Erfassung und verstÃ¤ndlichen Darstellung komplexer Sachverhalte AusgeprÃ¤gte Kommunikations- und TeamfÃ¤higkeit Strukturierte und zielorientierte Arbeitsweise AusgeprÃ¤gtes Organisationstalent ZusÃ¤tzliche Informationen: Es handelt sich um eine unbefristete Stelle. Ganz ohne FormalitÃ¤ten geht es natÃ¼rlich auch bei uns nicht. Daher bitten wir Sie, sich ausschlieÃlich online zu bewerben und Ihrer Bewerbung einen Lebenslauf, Anschreiben und Zeugnisse beizufÃ¼gen (max. GesamtgrÃ¶Ãe der AnhÃ¤nge 5 MB). Bitte haben Sie VerstÃ¤ndnis dafÃ¼r, dass wir keine Papierbewerbungen mehr entgegennehmen und es keinen Anspruch auf RÃ¼ckversand gibt. Wir freuen uns insbesondere Ã¼ber Onlinebewerbungen schwerbehinderter und ihnen gleichgestellter behinderter Menschen direkt auf diese Ausschreibung. Bei Fragen kÃ¶nnen Sie sich unter sbv_truck_zentrale@daimlertruck.com zudem an die Schwerbehindertenvertretung des Standorts wenden, die Sie gerne nach Ihrer Bewerbung im weiteren Bewerbungsprozess unterstÃ¼tzt. Fragen zum Bewerbungsprozess beantwortet Ihnen gerne HR Services per Mail: hrservices@daimlertruck.com",26-05-2022
Computer Vision Scientists (f/m/x),ZEISS,3.9,Oberkochen (Baden-Württemberg),"Elektrotechnik, Feinmechanik & Optik",60986,76350,"We are looking for a motivated and result-oriented âMachine Learning Scientistâ to join the AI and Machine Learning R&D team. In this role you will be responsible for developing state-of-the-art machine learning algorithms and applications for different medical fields like ophthalmology, laser vision correction and microsurgery. You will also have a key role in driving innovation and implementing new concepts of AI-based medical software on cloud, or on devices. This role involves close interaction with different teams and functions across different locations. Your role: Developing ML algorithms and data mining methods for medical applications Driving innovation and generating intellectual properties Provide technical expertise and guidance to support defining the requirements of cloud-based or device-based ML algorithm requirements Implementing continuous learning on MS Azure ML platform Establishing and reviewing quality management system documents for approving ML applications. Reviewing state-of-the-art AI applications from third party providers, analyzing, and preparing them as needed for productive deployment Implementing the continuous monitoring of the technical and clinical performance of ML applications on cloud and on devices Implementing the concept for pre-specified continuous learning for the medical ML-algorithms in productionÂ PhD in machine learning, data science, computer vision, informatic or related fields 3 years of experience working as data scientist with deep knowledge of machine learning and deep learning. Experience in using machine learning frameworks and tools (e.g TensorFlow, PyTorch) Proficiency in using Python programming language Experience in dockerization and in orchestrators (e.g Kubernetes) Hands on experience with MS Azure ML service Good knowledge of statistical analysis and statistical pattern recognition. Experience working in a regulated environment such as medical software development is a plus Extensive knowledge of Microsoft Azure platform and its workspaces is a plus Experience with other programming languages such as C++ is a plus Ability to collaborate productively with a wide range of stakeholders Fluency in English If you would like to know more about the role kindly contact the responsible recruiter: Sabrina Rieker (sabrina.rieker@zeiss.com)Â",24-05-2022
Consultant (m/w/d) AI & Data Science,NTT DATA Deutschland GmbH,3.8,"Ettlingen, Frankfurt a.M., Hamburg, Köln, München, Stuttgart, Wolfsburg, Erfurt, Ingolstadt,",IT & Internet,74338,94676,"Du entwickelst und implementierst ausgereifte AI-Lösungen unter Verwendung von etablierten und mo-dernsten Methoden Du übernimmst Verantwortung für die Exploration von Daten und die Einrichtung der Pipelines, die für die Bereinigung und Bereitstellung der Daten für AI-Anwendungen erforderlich sind Du analysierst komplexe Datenquellen und visualisierst deine Ergebnisse Du berätst als AI-/ML-SME sowohl interne Kollegen als auch externe Kunden Du beteiligst dich am aktiven Austausch und Aufbau von technischem Wissen innerhalb deines Teams Idealerweise Studium der Informatik, Mathematik, Physik oder vergleichbare Ausbildung Du bringst entweder mindestens 2 Jahre industrienahe Erfahrung mit oder, wenn du eher der akademische Typ bist, mehrjährige Postdoc-Erfahrung in der Leitung und Führung von Forschungsprogrammen Agiles Arbeiten, Data- und AI-Lifecycle, und MLOps sind für dich keine Fremdwörter Du beherrscht Python und fühlst dich bei der Durchführung von Analysen und POCs in Jupyter Notebook ebenso wohl, wie bei der Programmierung ausgereifter und strukturierter Anwendungen in VSCode SciKit-Learn und entweder Tensorflow oder PyTorch sind wie eine zweite Sprache für dich Du bist vertraut mit mindestens einem großen ML Lifecycle Tool (z.B. MLFlow) Du bringst Erfahrung mit mindestens einem großen Dashboarding-/Visualisierungs-Framework (Stream-lit, Dash, Tableau...) und mindestens einem großen Cloud-Provider (Azure, AWS, GCP) mit Du kannst deine Arbeit gegenüber Experten und Laien gleichermaßen gut darstellen Sehr schöne Nice-to-haves: Erfahrung mit SQL, Docker, Kubernetes, Spacy, Reinforcement Learning, Projektmanagement",28-05-2022
